,title,area,numberOfRooms,price,town,district
4713,"KARTAL MANZARA ADALAR'DA 4+1 FERAH, GENİŞ KİRALIK DAİRE",281,4.5+1,22.500,Esentepe,Karlıktepe Mh.
4714,AŞİKAR EMLAKTAN YENİ BİNADA 3+1 KOMBİLİ ULAŞIM VE OKULLARA YAKIN,170,3+1,8.000,Uğurmumcu,Uğur Mumcu Mh.
4715,Oksijen Deposu Bölgede Site İçi İskanlı 2+1 Kiralık Daire,90,2+1,7.850,Yakacık,Yakacık Çarşı Mh.
4716,PEGA KARTAL RESİDENCE METRO DİBİNDE KİRALIK 3+1,177,3+1,13.000,Soğanlık,Soğanlık Yeni Mh.
4717,TUAL ADALAR KARTAL DA DENİZ MANZARALI BALKONLU KİRALIK 2+1 DAİRE,110,2+1,10.000,Yakacık,Yakacık Yeni Mh.
4718,"DİRECT'TEN ADLİYE HASTANE CEPHELİ,KATTA,SIFIR ,GENİŞ,K.OTOPARKLI",98,2+1,9.150,Orhantepe,Cevizli Mah.
4719,LİVA'DAN ROYAL GARDEN'DA LÜX 2+1 KİRALIK DAİRE !,128,2+1,11.500,Esentepe,Karlıktepe Mh.
4720,E-5 YAKININDA HAVACILAR SİTESİNDE ARAKAT 3+1 100M2 KİRALIK DAİRE,100,2+1,4.500,Yakacık,Yakacık Çarşı Mh.
4721,EVTAŞ GAYRİMENKUL - GÜVENLİKLİ HAVUZLU SİTE İÇERİSİNDE GENİŞ 1+1,65,1+1,6.000,Soğanlık,Soğanlık Yeni Mh.
4722,Teknik yapı upcity'de ara kat eşyalı 1+0 kiralık stüdyo daire,38,1+0,5.100,Uğurmumcu,Uğur Mumcu Mh.
4723,E-5 Vizyon Kartal 7.KAT 134 m2 Güney Cephe 3+1 Ofis,134,3+1,9.500,Esentepe,
4724,KARTAL DAP İSTMARİNA 3 AYLIK EŞYALI KİRALIK HOM OFİS DAİRE,45,1+0,12.000,Rahmanlar, (Atalar)Kordonboyu Mah.
4725,KARTAL'DA İÇİ TAMAMEN YENİLENMİŞ 2+1 KİRALIK DAİRE,110,2+1,7.500,Dragos,Orhantepe Mah.
4726,KORDONBOYUNDA DENİZ MANZARALI KİRALIK 2+1 DAİRE,105,2+1,5.500,Rahmanlar, (Atalar)Kordonboyu Mah.
4727,KİRALIK 3+1 125NET 150 BRÜT KAPALI ACIK OTOPARK DAIRE,150,3+1,11.000,Yakacık,Cumhuriyet Mah.
4728,Kartal Minibus cd Kiralık 3+1 Daire,190,3+1,15.000,Rahmanlar, (Atalar)Kordonboyu Mah.
4729,"KARTAL TUAL ADALARDA 2,5+1 EŞYASIZ KİRALIK DAİRE 12.KAT",120,2.5+1,11.000,Yakacık,Yakacık Yeni Mh.
4730,Kartal PARK34 Kiralık Deniz Manzaralı 2+1,115,2+1,17.000,Topselvi,Yunus Mah.
4731,Kartal Kordon boyu Kiralık 3+1 110m2 Site Dairesi,110,3+1,7.500,Rahmanlar, (Atalar)Kordonboyu Mah.
4732,SAHİBİNDEN KİRALIK 3+1 DAİRE,115,3+1,8.500,Soğanlık,Soğanlık Yeni Mh.
4733,Sahibinden Masrafsız Kiralık Çamlık Mevkii,120,3+1,7.500,Uğurmumcu,Uğur Mumcu Mh.
4734,KARTAL PETROLİŞTE GENİŞ 3+1 DAİRE,130,3+1,7.000,Rahmanlar, (Atalar)Petroliş Mh.
4735,Adalar Manzaralı ve arka taraf Aydos Ormanları olan dubleks,180,3+2,8.500,Yakacık,Yakacık Çarşı Mh.
4736,Kartal Mesa Full Deniz Manzaralı Kiralık 2+1 Daire,111,2+1,9.700,Yakacık,Cumhuriyet Mah.
4737,"DİRECT'TEN ADLİYE HASTANE CEPHELİ,GENİ Ş,KATTA,HOME OFİSE UYGUN",98,2+1,7.950,Orhantepe,Cevizli Mah.
4738,ROYAL GARDEN KARTAL TEK YETKİLİDEN EŞYALI KİRALIK MANZARALI 1+1,84,1+1,13.000,Esentepe,Karlıktepe Mh.
4739,REMLAKS'tan HÜRRİYET MAH.METRO 12 DAK.SİTE İÇERSİNDE 3+2 KİRALIK,160,3+2,10.000,Yakacık,Hürriyet Mh.
4740,MANZARA ADALAR PROJE UZMANI PELİNIŞIN DAN KİRALİK 4+1,280,4+1,24.000,Esentepe,Karlıktepe Mh.
4741,özel dekorasyonlu kiralık daire,177,3+1,12.000,Yakacık,Hürriyet Mh.
4742,"SAHİBİNDEN, 3+1 YENİ BİNA, ARA KAT, CADDE ÜZERİ MERKEZE YAKIN",120,3+1,8.750,Esentepe,Karlıktepe Mh.
4743,"KARTAL SOĞANLIK,BÖLGE TRAFİK TİTANİK E5'e ÇOK YAKIN, METROYA 5DK",105,3+1,6.000,Soğanlık,Orta Mah.
4744,Adalar manzaralı yüksek kat,160,5+1,8.500,Yakacık,Yakacık Yeni Mh.
4745,ŞEHR-İ DENİZ KARTAL'DA MUHTEŞEM DENİZ MANZARALI KİRALIK DAİRE,140,2+1,7.000,Yakacık,Hürriyet Mh.
4746,E-5 VE METROYA 7 DK.GÜVENLİKLİ SİTE MEMUR AİLEYE KOMBİLİ ARA KAT,125,3+1,4.750,Yakacık,Cumhuriyet Mah.
4747,KIRALIK DAİRE (RESİMLERİ EKLENECEKTİR),75,2+0,4.000,Soğanlık,Soğanlık Yeni Mh.
4748,2+1 KİRALIK MERKEZİ KONUM ARA KAT,100,2+1,6.500,Orhantepe,Cevizli Mah.
4749,İSTANBUL SARAYLARI 4+1 FULL LÜX EŞYALI KİRALIK DAİRE,196,4+1,25.000,Halkalı,Atakent Mah.
4750,BOSPHORUS CİTY 3+1 FULL BALKONLU KİRALIK BEST TEN 156m2 KLİMALI,156,3+1,15.000,Halkalı,Atakent Mah.
4751,Küçükçekmece Atakent Soyak Park Aparts Mobilyalı 32m2 1+0 Studio,32,1+0,6.000,Halkalı,Atakent Mah.
4752,TEKNİK YAPI METROPARK 1+1 KİRALIK C BLOK,60,1+1,6.100,Halkalı,Atatürk Mh.
4753,ÇELİKKAYA'DAN MARMARAYA YAKIN KONUMDA KİRALIK DAİRE,50,2+1,3.200,Merkez,Cumhuriyet Mah.
4754,HALKALI ATAKENT EGE YAKASI 1+1 DAİRE 74 M2 BALKONLU,74,1+1,7.000,Halkalı,Atakent Mah.
4755,SOYAKOLYMPİAKENT'TE 140M KİRALIK TADİLATLI MERKEZDE 3+1 DAİRE,140,3+1,13.500,Halkalı,Atakent Mah.
4756,BEŞYOL MH 2+1 100M 3.KAT EŞYALI E-5 VE AYDIN ÜNV YÜRÜME MESAFESİ,100,2+1,6.750,Sefaköy,Beşyol Mh.
4757,2+2 YENİ BİNA DUBLEX KİRALIK,140,2+2,6.850,Sefaköy,İnönü Mh.
4758,Worldclass Halkalı Selekta Evleri BOŞ Kiralık 3+1,150,3+1,12.000,Halkalı,Halkalı Merkez Mh.
4759,"TERRACE TEMA'DA KİRALIK DAİRE 3+1,237 M2",237,3+1,19.500,Halkalı,Atakent Mah.
4760,HALKALI SELEKTA YAŞAM SİTESİ 2+1 130 m2 EŞYALI KİRALIK DAİRE,130,2+1,12.500,Halkalı,Halkalı Merkez Mh.
4761,Halkalı Merkez Mahallesinde Kiralık Lüks Dubleks Daire,250,4+1,7.000,Halkalı,Halkalı Merkez Mh.
4762,DUMANKAYA MİKS FIRSAT! FULL GÖL MANZARALI FULL EŞYALI STÜDYO 1+0,40,1+0,4.750,Halkalı,Atakent Mah.
4763,sefaköy merkezde eşyalı bahçe kat acil kiralık,85,2+1,6.500,Sefaköy,Kartaltepe Mah.
4764,ASKA'DAN CUMHURİYET MAH MANZARALI SİTEDE 3+1 KİRALIK DAİRE,125,3+1,7.500,Merkez,Cumhuriyet Mah.
4765,ATAKENT MENEKŞE EVLERİ 2'DE 3+1 3.KAT,130,3+1,9.000,Halkalı,Atakent Mah.
4766,Dumankaya konsept halkalı 1+1 eşyalı sahibinden,62,1+1,6.700,Halkalı,Atakent Mah.
4767,Avrupa Konutları 2'de Kiralık 3+1 Boş Daire,149,3+1,15.000,Halkalı,Halkalı Merkez Mh.
4768,İstasyon Mah. Kalp Damar Hast.Arkasında Sahibinden Bahçeli Daire,75,2+1,4.000,Merkez,İstasyon Mh.
4769,KONUTBIRLIK SITESINDE TADILATLI KIRALIK 3 ODA 1 SALON,106,3+1,5.000,Merkez,İstasyon Mh.
4770,DUMANKAYA MİKS'DE KİRALİK 1+1 EŞYALI,68,1+1,7.000,Halkalı,Atakent Mah.
4771,(KİRALIK YENİ YAPI DAİRE) MEHMET AKİFTE 1+1 YÜKSEK GİRİŞ,70,1+1,3.000,Halkalı,Mehmet Akif Mah.
4772,3+1 EŞYALI VEYA EŞYASIZ OLARAK VERİLEBİLİR METROBUSE 5 DAKIKA,110,3+1,7.000,Sefaköy,Kartaltepe Mah.
4773,K.ÇEKMECE KARTALTEPE MH DE ESYALI KIRALIK 2+1 DAIRE,85,2+1,6.500,Sefaköy,Kartaltepe Mah.
4774,SEBA'dan KARTALTEPE'de 2+1 95m2 İÇİ SIFIR YAPILI KİRALIK DAİREE,95,2+1,6.500,Sefaköy,Kartaltepe Mah.
4775,Küçükçekmece Atakent Mah Menekşe 2 Sitesi 2+ Kiralık Daire,84,2+1,7.000,Halkalı,Atakent Mah.
4776,Komisyonsuz direk sahbinden,130,3+1,5.500,Sefaköy,İnönü Mh.
4777,Küçükçekmece Yenimahalle manzaralı ara kat,105,2+1,6.500,Cennet,Yeni Mahalle Mah.
4778,AVRUPA KONUTLARI ATAKENT 4B DE 3+1 PEYZAJ MANZARALI,172,3+1,19.500,Sefaköy,İnönü Mh.
4779,AZİM EMLAK'TAN TEKNİK YAPI METROPARK SİTESİNDE BOŞ KİRALIK 1+1,59,1+1,6.500,Halkalı,Atatürk Mh.
4780,D&S DAN KİRALIK 1+1 EŞYALI/مناسب برای اخذ اقامت,75,1+1,7.000,Sefaköy,İnönü Mh.
4781,ATAKENT 3.ETAPTA KİRALIK EŞYALI TEMİZ DAİRE,75,1+1,6.000,Halkalı,Atakent Mah.
4782,"ATAKENT SOYAK PARK APARTS 1+1, 47 M2 EŞYALI TEMİZ KİRALIK",47,1+1,7.000,Halkalı,Atakent Mah.
4783,Kiralık temiz daire,100,2+1,4.000,Sefaköy,İnönü Mh.
4784,METROBÜSE 5-6 DAK.YÜR.MESAF. 2+1 KİRALIK 95m2.DAMLA EMLAK'TAN,95,2+1,6.900,Sefaköy,Kartaltepe Mah.
4785,AÇIKLAMAYI OKUYUN LÜTFEN 2+1 KİRALIK DAİRE,85,2+1,3.000,Sefaköy,İnönü Mh.
4786,SAHİBİNDEN ATAKENT 2.ETAP ARENAPARKA YAKIN 1+1 EŞYALI KİRALIK,55,1+1,6.500,Halkalı,Atakent Mah.
4787,DERYA GYM KANARYA MAH 2+1 75M2 BAHÇE KATI SIFIR DAİRE ASANSÖRLÜ,85,2+1,3.500,Merkez,Kanarya Mah.
4788,SOYAK OLYMPİAKENT 140m2 BOŞ TEMİZ 3+1 DAİRE,140,3+1,13.000,Halkalı,Atakent Mah.
4789,1.ETAP SUTEKDE 3+1 EŞYALI DUBLEX DAİRE ''ETAPPE'' den,120,3+1,12.500,Halkalı,Atakent Mah.
4790,TEMA DA 4+1 194M2 HARİKA KONUMDA KİRALIK DAİRE GÜNCELLL,194,4+1,25.000,Halkalı,Atakent Mah.
4791,ATAKENT TOKi - MANOLYA EVLERi 3+1 EBEVEYN BANYOLU - EŞYALI DAiRE,152,3+1,13.000,Halkalı,Atakent Mah.
4792,RENOVA'dan SOYAK İLİMPİAKENT'TE 92 m2 KİRALİK 2+1 DAİRE,92,2+1,8.500,Halkalı,Atakent Mah.
4793,ARA'DAN CUMHURİYET MAHALLESİNDE MARMARAYA 5 DAKİKA KİRALIK DAİRE,90,2+1,5.000,Merkez,Cumhuriyet Mah.
4794,İSTANBUL SARAYLARINDA EŞYALI KİRALIK BAHÇE KATI,200,3+1,33.000,Halkalı,Atakent Mah.
4795,Serenity Halkalı'da kiralık 121 m2 3+1 daire,121,3+1,8.250,Halkalı,Halkalı Merkez Mh.
4796,SAHİBİNDEN 3+1 YEŞİLLİKLER İÇİNDE 155m,155,3+1,20.000,Halkalı,Atakent Mah.
4797,BOPSHORUSTA MANZARALI FULL EŞYALI KISA DÖNEM KİRALIK 2+1 DAİRE,121,2+1,20.000,Halkalı,Atakent Mah.
4798,SULTANMURAT MAHALLESİN DE 1+1 60m2 EŞYALI YÜKSEK GİRİŞ,60,1+1,6.000,Sefaköy,Sultan Murat Mah.
4799,HALKALI MERKEZ MAHALLESİ AKTOP SİTESİNDE KİRALIK ARA KAT DAİRE,130,3+1,6.000,Halkalı,Halkalı Merkez Mh.
4800,İREM EMLAK'tan DİŞ HASTANENİN YANI 2+1 90m2 KİRALIK DAİRE,90,2+1,3.500,Sefaköy,Söğütlü Çeşme Mh.
4801,SİNPAŞ EGE YAKASI KİRALIK BAHÇELİ TERASLI 4+1 155m2 BOŞ,155,4+1,17.999,Halkalı,Atakent Mah.
4802,ARENA PARK AVM`NİN YANI TADİLATLI 3+1 BOŞ DAİRE GÜNEY CEPHE,110,3+1,8.000,Halkalı,Atakent Mah.
4803,BEZİRGANBAHÇE KALP HASTANESİ ARKASI 3+1 EŞYALI KİRALIK DUBLEKS,145,3+1,7.500,Merkez,İstasyon Mh.
4804,BEŞYOL EMLAKTAN METROBÜS YANI YENİ BİNADA ARAKATTA 2+1,90,2+1,7.000,Sefaköy,Gültepe Mh.
4805,SOĞUKSU'DA 2+1 KİRALIK 85 m2 SİTE İÇİ SIFIR ANKASTRELİ DAİRE,85,2+1,6.500,Merkez,Cumhuriyet Mah.
4806,HALKALI ATAKENT MAH ATAKENT24 SİTESİNDE 1+1 BALKONLU KİRALIK DAİ,65,1+1,6.990,Halkalı,Atakent Mah.
4807,ATAKENT 2 ETAP 1+1 __60m2 FULL EŞYALI TEMİZ DAİRE,60,1+1,6.000,Halkalı,Atakent Mah.
4808,BEŞYOL EMLAKTAN FLORYA METROBÜS YANI 1+1 EŞYALI TERAS,70,1+1,4.750,Sefaköy,Yeşilova Mh.
4809,BABACAN ROYAL GOLD YETKİLİ OFİS ZENITH'TEN KİRALIK 2+1 HOME OFİS,94,2+1,11.000,Sefaköy,Kartaltepe Mah.
4810,AVRUPA KONUTLARI-4-Sefaköy Kiralık 2+1-137m2 Göl Manzara Daire,137,2+1,17.000,Sefaköy,İnönü Mh.
4811,SEFAKÖY KARTALTEPE MH.DE METROBÜSE 5 DK.2+1 85M2 KİRALIK,85,2+1,6.250,Sefaköy,Kartaltepe Mah.
4812,HALKALI'DA BASIN EKSPRES'E YAKIN KİRALIK 2+1 110 m2 SIFIR DAİRE,110,2+1,6.500,Halkalı,Halkalı Merkez Mh.
4813,REALEXPERT'TEN SOYAK PARKAPARTS'DA 2+1 KİRALIK DAİRE,70,2+1,6.750,Halkalı,Atakent Mah.
4814,HALKALI ATAKENT 1. ETAP ALARKO 3+1 -KOMPLE TADİLAT YAPILACAKTIR.,130,3+1,10.000,Halkalı,Atakent Mah.
4815,İSTASYON MAH. MARMARAYA 5 DK 3+1 120 M2 TEMİZ GÜNCEL,120,3+1,8.000,Merkez,İstasyon Mh.
4816,Atakent 1.Etap'da Önü Açık (2.5+1) Kilerli Kiralık Daire,100,2+1,6.500,Halkalı,Atakent Mah.
4817,BOSPHORUS CİTY DE 1+1 KİRALIK DAİRE 74 m2 GÜNCEL İLAN BEST TEN,74,1+1,7.000,Halkalı,Atakent Mah.
4818,HALKALI ATAKENT LALEŞEHİR KONAKLARINDA KİRALIK 2+1 120M2,122,2+1,10.500,Halkalı,Atakent Mah.
4819,Yeni Binada Teraslı Çatı Kat 2+1 Kiralık Daire,95,2+1,3.000,Halkalı,Halkalı Merkez Mh.
4820,Küçükçekmece Halkalı Atakent 2.etap 8.Kat 1+1 Kiralık Daire,63,1+1,5.000,Halkalı,Atakent Mah.
4821,CUMHURİYET 'TE KİRALIK,95,2+1,5.250,Merkez,Cumhuriyet Mah.
4822,GÜNCEL! DUMANKAYA MİKS OTURUMA HAZIR TEMİZ KİRALIK 1+1,58,1+1,4.900,Halkalı,Atakent Mah.
4823,"ATAKENT TERRACE TEMA'DA ,1+1 97 M2 KİRALIK DAİRE",97,1+1,7.250,Halkalı,Atakent Mah.
4824,Küçükçekmece Sahilde Metrobüse ve Marmara'ya çok yakın 2+1 daire,100,2+1,5.750,Merkez,Fatih Mah.
4825,RE/MAX NÜANS'TAN KİRALIK YÜKSEK GİRİŞ EŞYALI 2+1 DAİRE,130,2+1,5.000,Merkez,İstasyon Mh.
4826,GÜL GAYRİMENKUL DAN KİRALIK EŞYALI 2+1 120 M2 KİRA 7.500 TL,120,2+1,7.500,Sefaköy,İnönü Mh.
4827,SEFAKÖY İNÖNÜ MH CİHAN CD 2 ARTI 1 FUL EŞYALI KİRALIK,140,2+1,7.500,Sefaköy,İnönü Mh.
4828,DURMAZ'DAN İSTASYON MAHALLESİNDE SİTE İÇİ OTOPARKLI 1+1 KİRALIK,60,1+1,5.000,Merkez,İstasyon Mh.
4829,ORJİN EMLAK'TAN KA GREEN SİTESİNDE KİRALIK 1+1 DAİRE TADİLATLI,50,1+1,5.500,Halkalı,Atakent Mah.
4830,TEKNİK YAPI METROPARK SİTESİNDE 1+1 EŞYALI KİRALIK DAİRE,59,1+1,6.500,Halkalı,Atatürk Mh.
4831,Sahibinden Kiralık Daire,60,1+1,3.500,Merkez,Kanarya Mah.
4832,İSA YAPIDAN CUMHURİYETTE 4+2 170 M2 YÜKSEK GİRİŞ DAİRE,170,4+2,10.000,Merkez,Cumhuriyet Mah.
4833,CENNET PARK EMLAK'TAN MASRAFSIZ MARMARAYA YAKIN KONUMDA3+1 DAİRE,115,3+1,5.250,Cennet,
4834,HALKALI ATAKENT TOKİ FULYA SİTESİNDE 2+1 KİRALIK DAİRE,75,2+1,6.500,Halkalı,Atakent Mah.
4835,EVALMAK'TA İNÖNÜ MAH'DE SIFIR ANKASTRELİ KOMBİLİ DUBLEKS DAİRE,140,4+1,6.250,Sefaköy,İnönü Mh.
4836,EVALMAK GAYİMENKULDEN 4+1 DUBLEK KİRALIK,200,4+1,6.200,Sefaköy,Söğütlü Çeşme Mh.
4837,SOYAK EVOSTAR KiRALIK STÜDYO 1+0 TEMİZ EŞYALI HAVUZ CEPHE DAiRE,40,1+0,5.000,Halkalı,Atakent Mah.
4838,TEKNİK YAPI METROPARK 3+1 KİRALIK DAİRE KISA BLOK,156,3+1,15.000,Halkalı,Atatürk Mh.
4839,ATAKENT 2 DE ESYALI 1+1 50M2 COK TEMIZ,57,1+1,5.500,Halkalı,Atakent Mah.
4840,KEMALPAŞA BAĞLAR CADDESİ ÜZERİ 3+1 135 M2 KİRALIK DAİRE,135,3+1,6.000,Sefaköy,Kemalpaşa Mh.
4841,Tema Bahçe'de 3+1 Kiralık Boş Daire,170,3+1,17.000,Halkalı,Atakent Mah.
4842,METROBUSE YAKIN 3+1 GENÇ BİNADA DUBLEX 8500 TL.,160,3+1,8.500,Sefaköy,Yeşilova Mh.
4843,Gültepe' de öğrenciye uygun ve yabancıya uygun kiralık 3+1 daire,125,3+1,7.000,Sefaköy,Gültepe Mh.
4844,REALEXPERT'TEN SOYAK PARK APARTS'TA 2+1 KİRALIK DAİRE,70,2+1,6.750,Halkalı,Atakent Mah.
4845,GENİŞ KİRALIK DAİRE(AÇIKLAMAYI OKUYUNUZ),160,3+1,5.250,Sefaköy,Yeşilova Mh.
4846,Küçükçekmece Halkalı Atakent 2.etap Mobilyalı 8.Kat 1+1 Kiralık,63,1+1,6.000,Halkalı,Atakent Mah.
4847,AVRUPA 2 KİRALIK LÜKS DAİRE 2+1PEYZAJ MANZARALI,150,2.5+1,16.000,Halkalı,Halkalı Merkez Mh.
4848,ERSİN EMLAK İSTANBUL/HÜRRİYET CD ÜZERİ-BOYALI-BAL­KONLU-2+1-5.KAT,95,2+1,6.800,Cennet,
4849,TOKİ DEFNE 2 SİTESİN DE KİRALIK 2+1,84,2+1,6.800,Halkalı,Atakent Mah.
4850,ORJİN EMLAK'TAN KA GREEN SİTESİNDE KİRALIK 2+1 80M2 DAİRE,80,2+1,7.500,Halkalı,Atakent Mah.
4851,SANTA GROUP'TAN YENİDOĞAN'DA SIFIR ASANSORLU BİNADA KİRALIK 3+1,130,3+1,6.500,Merkez,İstasyon Mh.
4852,GÜNCEL! EŞYALI! kiralık 1+1 manzaralı BOSPHORUS CITY,70,1+1,8.000,Halkalı,Atakent Mah.
4853,METROBÜSE 5-6 DAK.YÜR.MESAF 2+1 KAT 4. KİRALIK DAİRE 95m2,95,2+1,6.000,Sefaköy,Kartaltepe Mah.
4854,ATAKENT MAH MANOLYA SİTESİNDE 152M2 DAİRE 3+1 KOMBİLİ,153,3+1,6.700,Halkalı,Atakent Mah.
4855,* MERAL R6217 Cumhuriyet Mh 2 Katlı Binada 1.Kat Çift Cephe 2+1,95,2+1,4.000,Merkez,Cumhuriyet Mah.
4856,SOYAK OLYMPİAKENT 1. ETAP DA 138 m2 BAKIMLI ĶİRALIK DAİRE,138,3+1,15.000,Halkalı,Atakent Mah.
4857,ATAKENT MEYDAN EMLAKTAN 3 ETAP 30 LU BÖLGEDE KİRALIK EŞYALI DAİ,57,1+1,7.000,Halkalı,Atakent Mah.
4858,Küçükçekmece Atakent Mah Menekşe 2 Sitesi 2+ Kiralık Daire,84,2+1,7.000,Halkalı,Atakent Mah.
4859,Sahibinden Kiralık Sıfır Daire,115,3+1,8.500,Merkez,Kanarya Mah.
4860,BEŞYOL EMLAKTAN EŞYALI LÜX 1+1 ARAKAT DAİRE,75,1+1,6.000,Sefaköy,Gültepe Mh.
4861,TOKİ MANOLYA EVLERİ 3+1 152 m2 MANZARALI_GÜNEY CEPHE_TEMİZ BOŞ,152,3+1,9.500,Halkalı,Atakent Mah.
4862,TORKAM E-5'DE B-BLOK 1+1 KİRALIK RESİDANCE DAİRE,55,1+1,9.500,Sefaköy,Kartaltepe Mah.
4863,ERSİN EMLAK İSTANBUL/CUMHURİYET MH-GÖL MAN.-OTOPARKL­I-FIRSAT-3+1,120,3+1,7.500,Merkez,Cumhuriyet Mah.
4864,alizeden halkali oyak sitesinde acil kiralik,115,2+1,5.250,Sefaköy,Söğütlü Çeşme Mh.
4865,Atakent 1.Etap 2+1 Full Eşyalı Kiralık 95m2,110,2+1,8.000,Halkalı,Atakent Mah.
4866,ALTUNKENT SİTESİNDE ARA KAT FUL TADİLATLI 3+1 TEMİZ MASRAFSIZ,116,3+1,7.500,Merkez,İstasyon Mh.
4867,METROPOL GAYRİMENKULDEN AREL ÜNİVERSİTESİ YANI EŞYALI 2+1 ARAKAT,110,2+1,8.500,Sefaköy,Kemalpaşa Mh.
4868,EFOR'DAN 3+1 BALKONLU 1.KAT BOŞ DAİRE (AÇIKLAMAYI OKUYUNUZ),130,3+1,7.000,Sefaköy,Yeşilova Mh.
4869,Temiz Eşyalı Öğrenciye,120,2+1,6.750,Sefaköy,Beşyol Mh.
4870,Sahibinden,115,2+1,5.750,Sefaköy,Yeşilova Mh.
4871,TEKNIK YAPI METROPARK B BLOK 2+1 KIRALIK,110,2+1,8.500,Halkalı,Atatürk Mh.
4872,Halkalı Atakent2 de Mobilyalı 1 +1 Kiralık Daire,60,1+1,4.900,Halkalı,Atakent Mah.
4873,Depozitosuz Komisyonsuz KOD:KÇ101,45,1+0,4.000,Merkez,Fatih Mah.
4874,BOSPHORUS CİTY HAVUZLU 4+1 KİRALIK YALI DAİRESİ EŞYALI ULTRALÜX,290,4+1,29.000,Halkalı,Atakent Mah.
4875,MANOLYA ATAKENT 2+1 KİRALIK DAİRE,84,2+1,8.500,Halkalı,Atakent Mah.
4876,BEŞYOL EMLAKTAN CADDE ÜZERİNDE KULLANIŞLI 0 YAPIDA 2+1 ARAKAT,100,2+1,9.000,Cennet,
4877,SANTA GROUP'TAN YENİDOĞAN'DA SIFIR ASANSORLU BİNADA KİRALIK 3+1,110,3+1,5.500,Merkez,İstasyon Mh.
4878,KALP DAMAR HASTANESİNİN ARKASINDA YENİ BİNADA 2+1 TEMİZ EŞYALI,85,2+1,6.100,Halkalı,Halkalı Merkez Mh.
4879,HALKALI MERKEZİ KONUMDA 3+1 KİRALIK DAİRE,136,3+1,5.000,Merkez,İstasyon Mh.
4880,SOYAKOLYMPİAKENT'TE 84M KİRALIK HAVUZ CEPHELİ MERKEZDE DAİRE,84,2+1,9.000,Halkalı,Atakent Mah.
4881,TEMA İSTANBUL KİRALIK BELLAVİSTA MANZARALI 3+1,147,3+1,20.000,Halkalı,Atakent Mah.
4882,KİRALIK DAİRE 2+1 SAHİBİNDEN ATAKENT SUTEK 'TE,100,2+1,10.500,Halkalı,Atakent Mah.
4883,BEŞYOL EMLAKTAN YENİ BİNADA 2+1 EŞYALI BAHÇE KATI,90,2+1,6.000,Sefaköy,Kemalpaşa Mh.
4884,POİNTDEN ATAKENT MH.KİRALIK 3+1 TERS DUBLEKS DAİRE,1.225,3+2,12.500,Halkalı,Atakent Mah.
4885,ATAKENT GÜNEŞ PARK EVLERİNDE KİRALIK 4+1 DAİRE,180,4+1,17.000,Halkalı,Atakent Mah.
4886,ATAKENT GÜNEŞ PARK EVLERİNDE 4+1 DAİRE,180,4+1,18.000,Halkalı,Atakent Mah.
4887,ATAKENT LOUNGE 1DE 158M2 3+1 FUUL PEYSAJ 3 CEPHELİ KİRALIK DAİRE,160,3+1,15.500,Halkalı,Atakent Mah.
4888,DURMAZ'DAN İSTASYON MH'DE 2+1 110M2 FULL EŞYALI KİRALIK DAİRE,110,2+1,6.250,Merkez,İstasyon Mh.
4889,ikitelli cadesinde 1+0 lüks sdütyo kiralık daire,35,1+0,4.000,Halkalı,Atatürk Mh.
4890,ATAKENT MANOLYA SİTESİ TADİLATLI 3+1 KİRALIK 152 m2 DAİRE 9.200,152,3+1,9.200,Halkalı,Atakent Mah.
4891,HALKALI MEYDANEŞYALI 3+1 1+1 2+1 UZUN-KISADÖNEM KİRALIK DAİRELER,155,3+1,13.000,Halkalı,Halkalı Merkez Mh.
4892,2+1 KİRALİK GENİŞ DAIRE,125,2+1,5.250,Sefaköy,Söğütlü Çeşme Mh.
4893,BOSPHORUS CİTY YEDİTEPE RESİDENCE EŞYALI 1+1 FUL MANZARA,70,1+1,8.500,Halkalı,Atakent Mah.
4894,SEFAKÖY MERKEZDE 3+1 120 M2 FULL EŞYALI DAİRE,120,3+1,7.750,Sefaköy,Kemalpaşa Mh.
4895,BABACAN PORT ROYAL YETKİLİ OFİSİ ZENİTH'TEN KİRALIK EŞYALI 1+0,37,1+0,7.000,Sefaköy,Kartaltepe Mah.
4896,AVRUPA 2 OFİSİNDEN - AVRUPA 2 SİTESİNDE KİRALIK 139M2 2+1,139,2+1,12.000,Halkalı,Halkalı Merkez Mh.
4897,# MEGA GAYRİMENKUL # BLUE LAKE 3+1 NET 195 m2 DUBLEKS #,350,3+1,15.000,Merkez,Fatih Mah.
4898,Halkalı Lounge 1 de kiralık 164m2 3+1 Boş daire,164,3+1,18.500,Halkalı,Atakent Mah.
4899,İnönü Mahallesinde 3+1 Aile Binası,150,3+1,4.500,Sefaköy,İnönü Mh.
4900,AVRUPA KONUTLARI 3'TE 3+1 PEYZAJ EŞYALI KİRALIK DAİRE 25.000TL,177,3+1,25.000,Halkalı,Halkalı Merkez Mh.
4901,Atatürk Mahallesinde Sıfir 1+1 kiralık Daire,80,1+1,4.000,Halkalı,Atatürk Mh.
4902,Beyaz Emlaktan Sutek Bloklarında Tadilatlı 2+1 Kiralık,92,2+1,7.000,Halkalı,Atakent Mah.
4903,Yeşilova Mahallesinde 5+1 225m2 Kiralık Dubleks Daire,225,5+1,12.000,Sefaköy,Yeşilova Mh.
